scene_id,family,mechanism,receiver_id,receiver,variant,surface_condition,impact_location,causal_footprint,seed_policy,prompt
wdp0318,hard_surface,surface_residue,hard_surface_23,polycarbonate panel,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polycarbonate panel is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0319,hard_surface,surface_residue,hard_surface_23,polycarbonate panel,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polycarbonate panel is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0320,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0321,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0322,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0323,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0324,hard_surface,surface_residue,hard_surface_24,rigid white PVC board,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, rigid white PVC board is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0325,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0326,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0327,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0328,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0329,hard_surface,surface_residue,hard_surface_25,sealed hardwood tabletop,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, sealed hardwood tabletop is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0330,hard_surface,surface_residue,hard_surface_26,laminated office desk,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0331,hard_surface,surface_residue,hard_surface_26,laminated office desk,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0332,hard_surface,surface_residue,hard_surface_26,laminated office desk,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0333,hard_surface,surface_residue,hard_surface_26,laminated office desk,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0334,hard_surface,surface_residue,hard_surface_26,laminated office desk,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laminated office desk is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0335,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0336,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0337,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0338,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0339,hard_surface,surface_residue,hard_surface_27,lacquered wood panel,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, lacquered wood panel is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0340,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0341,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0342,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0343,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0344,hard_surface,surface_residue,hard_surface_28,painted metal cabinet top,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, painted metal cabinet top is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0345,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0346,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0347,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0348,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0349,hard_surface,surface_residue,hard_surface_29,tempered-glass refrigerator shelf,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, tempered-glass refrigerator shelf is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0350,hard_surface,surface_residue,hard_surface_30,flat wall mirror,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0351,hard_surface,surface_residue,hard_surface_30,flat wall mirror,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0352,hard_surface,surface_residue,hard_surface_30,flat wall mirror,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0353,hard_surface,surface_residue,hard_surface_30,flat wall mirror,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0354,hard_surface,surface_residue,hard_surface_30,flat wall mirror,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, flat wall mirror is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0355,hard_surface,surface_residue,hard_surface_31,glazed brick,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0356,hard_surface,surface_residue,hard_surface_31,glazed brick,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0357,hard_surface,surface_residue,hard_surface_31,glazed brick,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0358,hard_surface,surface_residue,hard_surface_31,glazed brick,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0359,hard_surface,surface_residue,hard_surface_31,glazed brick,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed brick is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0360,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0361,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0362,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,2,"clean, dry, horizontal, and covered by a hydrophobic coating",slightly right of center,the water recoils after a tiny splash and gathers into one compact bead,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, dry, horizontal, and covered by a hydrophobic coating. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, the water recoils after a tiny splash and gathers into one compact bead. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0363,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,3,"clean, completely dry, horizontal, and framed with one edge clearly visible",near the visible edge,an asymmetric splash appears and a small amount of water gathers against the edge,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, completely dry, horizontal, and framed with one edge clearly visible. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near the visible edge. Only after contact, an asymmetric splash appears and a small amount of water gathers against the edge. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0364,hard_surface,surface_residue,hard_surface_32,glazed pottery lid,4,"clean, dry, and held at a gentle fixed incline",the upper-center area,a small splash appears and one bead slides a short distance downhill leaving a wet trail,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, glazed pottery lid is clean, dry, and held at a gentle fixed incline. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the upper-center area. Only after contact, a small splash appears and one bead slides a short distance downhill leaving a wet trail. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0365,hard_surface,surface_residue,hard_surface_33,polished stone coaster,0,"clean, completely dry, horizontal, and motionless",the center,a brief radial splash appears and several clear water beads remain,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished stone coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, a brief radial splash appears and several clear water beads remain. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
wdp0366,hard_surface,surface_residue,hard_surface_33,polished stone coaster,1,"clean, completely dry, horizontal, and motionless",slightly left of center,a small splash appears and a thin localized wet spot remains,one_seed_only,"A realistic fixed-camera macro video in one continuous shot. During the first two seconds, polished stone coaster is clean, completely dry, horizontal, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, a small splash appears and a thin localized wet spot remains. The camera, lighting, background, receiver geometry, and all other objects remain unchanged."
