pair_index,pair_id,source_id,receiver_id,receiver,prompt_variant,seed,video_path,frame_count,fps,mean_adjacent_mae,first_last_mae,max_adjacent_mae,max_to_median_ratio,technical_status,semantic_status,final_status,contact_sheet,notes
126,widyn_train_0126_wooden_cube_glass_tank_direct,wooden_cube,glass_tank,a clear rectangular glass tank filled with water,direct,26126,outputs/water_impact_dynamic_v1/train_targets_v1/videos/126_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26126.mp4,49,8,0.1536,0.8487,0.3668,2.7571,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/126_glass_tank_direct.jpg,
127,widyn_train_0127_wooden_cube_glass_tank_natural,wooden_cube,glass_tank,a clear rectangular glass tank filled with water,natural,26127,outputs/water_impact_dynamic_v1/train_targets_v1/videos/127_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26127.mp4,49,8,0.1327,0.7419,0.4594,4.2021,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/127_glass_tank_natural.jpg,
128,widyn_train_0128_wooden_cube_metal_bucket_direct,wooden_cube,metal_bucket,a clean metal bucket filled with water,direct,26128,outputs/water_impact_dynamic_v1/train_targets_v1/videos/128_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26128.mp4,49,8,1.0986,3.4391,1.9441,1.6608,candidate,reject,reject,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/128_metal_bucket_direct.jpg,water visibly pours into the bucket during the shot
129,widyn_train_0129_wooden_cube_metal_bucket_natural,wooden_cube,metal_bucket,a clean metal bucket filled with water,natural,26129,outputs/water_impact_dynamic_v1/train_targets_v1/videos/129_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26129.mp4,49,8,0.5486,1.2528,1.3649,2.8746,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/129_metal_bucket_natural.jpg,
130,widyn_train_0130_wooden_cube_kitchen_sink_direct,wooden_cube,kitchen_sink,a stainless-steel kitchen sink basin filled with water,direct,26130,outputs/water_impact_dynamic_v1/train_targets_v1/videos/130_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26130.mp4,49,8,0.3561,1.6772,0.6332,1.6607,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/130_kitchen_sink_direct.jpg,
131,widyn_train_0131_wooden_cube_kitchen_sink_natural,wooden_cube,kitchen_sink,a stainless-steel kitchen sink basin filled with water,natural,26131,outputs/water_impact_dynamic_v1/train_targets_v1/videos/131_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26131.mp4,49,8,2.4687,24.9572,12.3559,5.8701,review_abrupt_transition,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/131_kitchen_sink_natural.jpg,visual review accepted despite technical warning
132,widyn_train_0132_wooden_cube_porcelain_bowl_direct,wooden_cube,porcelain_bowl,a plain porcelain soup bowl filled with water,direct,26132,outputs/water_impact_dynamic_v1/train_targets_v1/videos/132_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26132.mp4,49,8,0.1555,0.9394,0.4962,4.0471,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/132_porcelain_bowl_direct.jpg,
133,widyn_train_0133_wooden_cube_porcelain_bowl_natural,wooden_cube,porcelain_bowl,a plain porcelain soup bowl filled with water,natural,26133,outputs/water_impact_dynamic_v1/train_targets_v1/videos/133_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26133.mp4,49,8,0.1764,1.0953,0.6423,4.6563,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/133_porcelain_bowl_natural.jpg,
134,widyn_train_0134_wooden_cube_cooking_pot_direct,wooden_cube,cooking_pot,a black cooking pot filled with water,direct,26134,outputs/water_impact_dynamic_v1/train_targets_v1/videos/134_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26134.mp4,49,8,1.5834,16.6501,2.3999,1.5570,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/134_cooking_pot_direct.jpg,
135,widyn_train_0135_wooden_cube_cooking_pot_natural,wooden_cube,cooking_pot,a black cooking pot filled with water,natural,26135,outputs/water_impact_dynamic_v1/train_targets_v1/videos/135_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26135.mp4,49,8,1.6131,2.0448,2.9491,2.0209,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/135_cooking_pot_natural.jpg,
136,widyn_train_0136_wooden_cube_garden_birdbath_direct,wooden_cube,garden_birdbath,a round stone birdbath filled with water,direct,26136,outputs/water_impact_dynamic_v1/train_targets_v1/videos/136_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26136.mp4,49,8,5.6839,11.7765,11.5296,2.2542,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/136_garden_birdbath_direct.jpg,
137,widyn_train_0137_wooden_cube_garden_birdbath_natural,wooden_cube,garden_birdbath,a round stone birdbath filled with water,natural,26137,outputs/water_impact_dynamic_v1/train_targets_v1/videos/137_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26137.mp4,49,8,2.5561,5.6078,3.0207,1.1831,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/137_garden_birdbath_natural.jpg,
138,widyn_train_0138_wooden_cube_glass_dish_direct,wooden_cube,glass_dish,a rectangular glass baking dish filled with water,direct,26138,outputs/water_impact_dynamic_v1/train_targets_v1/videos/138_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26138.mp4,49,8,0.2545,1.6354,1.0464,5.3923,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/138_glass_dish_direct.jpg,
139,widyn_train_0139_wooden_cube_glass_dish_natural,wooden_cube,glass_dish,a rectangular glass baking dish filled with water,natural,26139,outputs/water_impact_dynamic_v1/train_targets_v1/videos/139_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26139.mp4,49,8,0.2005,1.5014,0.6714,4.2369,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/139_glass_dish_natural.jpg,
140,widyn_train_0140_wooden_cube_plastic_tub_direct,wooden_cube,plastic_tub,a blue plastic storage tub filled with water,direct,26140,outputs/water_impact_dynamic_v1/train_targets_v1/videos/140_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26140.mp4,49,8,0.7033,1.7148,1.7181,2.5520,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/140_plastic_tub_direct.jpg,
141,widyn_train_0141_wooden_cube_plastic_tub_natural,wooden_cube,plastic_tub,a blue plastic storage tub filled with water,natural,26141,outputs/water_impact_dynamic_v1/train_targets_v1/videos/141_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26141.mp4,49,8,1.2170,2.3793,2.1113,1.7639,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/141_plastic_tub_natural.jpg,
142,widyn_train_0142_wooden_cube_laboratory_beaker_direct,wooden_cube,laboratory_beaker,a laboratory beaker filled with clear water,direct,26142,outputs/water_impact_dynamic_v1/train_targets_v1/videos/142_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26142.mp4,49,8,0.1249,0.7506,0.4574,4.9584,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/142_laboratory_beaker_direct.jpg,
143,widyn_train_0143_wooden_cube_laboratory_beaker_natural,wooden_cube,laboratory_beaker,a laboratory beaker filled with clear water,natural,26143,outputs/water_impact_dynamic_v1/train_targets_v1/videos/143_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26143.mp4,49,8,0.1758,1.1256,0.7381,5.8989,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/143_laboratory_beaker_natural.jpg,
144,widyn_train_0144_steel_ball_shallow_pond_direct,steel_ball,shallow_pond,a calm shallow pond,direct,26144,outputs/water_impact_dynamic_v1/train_targets_v1/videos/144_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26144.mp4,49,8,2.6346,9.7050,3.6781,1.4180,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/144_shallow_pond_direct.jpg,
145,widyn_train_0145_steel_ball_shallow_pond_natural,steel_ball,shallow_pond,a calm shallow pond,natural,26145,outputs/water_impact_dynamic_v1/train_targets_v1/videos/145_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26145.mp4,49,8,0.3813,1.1969,0.7626,2.1148,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/145_shallow_pond_natural.jpg,
146,widyn_train_0146_steel_ball_glass_bowl_direct,steel_ball,glass_bowl,a transparent glass mixing bowl filled with water,direct,26146,outputs/water_impact_dynamic_v1/train_targets_v1/videos/146_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26146.mp4,49,8,0.3447,3.0418,1.1382,5.6818,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/146_glass_bowl_direct.jpg,
147,widyn_train_0147_steel_ball_glass_bowl_natural,steel_ball,glass_bowl,a transparent glass mixing bowl filled with water,natural,26147,outputs/water_impact_dynamic_v1/train_targets_v1/videos/147_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26147.mp4,49,8,0.5169,3.4550,0.8184,1.5876,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/147_glass_bowl_natural.jpg,
148,widyn_train_0148_steel_ball_white_basin_direct,steel_ball,white_basin,a wide white ceramic basin filled with water,direct,26148,outputs/water_impact_dynamic_v1/train_targets_v1/videos/148_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26148.mp4,49,8,0.2183,0.6060,0.5617,2.9302,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/148_white_basin_direct.jpg,
149,widyn_train_0149_steel_ball_white_basin_natural,steel_ball,white_basin,a wide white ceramic basin filled with water,natural,26149,outputs/water_impact_dynamic_v1/train_targets_v1/videos/149_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26149.mp4,49,8,0.7797,7.7766,1.8856,2.9647,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/149_white_basin_natural.jpg,
150,widyn_train_0150_steel_ball_glass_tank_direct,steel_ball,glass_tank,a clear rectangular glass tank filled with water,direct,26150,outputs/water_impact_dynamic_v1/train_targets_v1/videos/150_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26150.mp4,49,8,0.1648,1.1164,0.6718,5.1119,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/150_glass_tank_direct.jpg,
151,widyn_train_0151_steel_ball_glass_tank_natural,steel_ball,glass_tank,a clear rectangular glass tank filled with water,natural,26151,outputs/water_impact_dynamic_v1/train_targets_v1/videos/151_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26151.mp4,49,8,0.1716,1.2673,0.6417,4.9642,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/151_glass_tank_natural.jpg,
152,widyn_train_0152_steel_ball_metal_bucket_direct,steel_ball,metal_bucket,a clean metal bucket filled with water,direct,26152,outputs/water_impact_dynamic_v1/train_targets_v1/videos/152_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26152.mp4,49,8,0.2138,1.1305,0.5682,3.3918,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/152_metal_bucket_direct.jpg,
153,widyn_train_0153_steel_ball_metal_bucket_natural,steel_ball,metal_bucket,a clean metal bucket filled with water,natural,26153,outputs/water_impact_dynamic_v1/train_targets_v1/videos/153_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26153.mp4,49,8,2.9718,6.7424,4.4735,1.4700,candidate,reject,reject,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/153_metal_bucket_natural.jpg,a human hand appears beside the bucket
154,widyn_train_0154_steel_ball_kitchen_sink_direct,steel_ball,kitchen_sink,a stainless-steel kitchen sink basin filled with water,direct,26154,outputs/water_impact_dynamic_v1/train_targets_v1/videos/154_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26154.mp4,49,8,0.3119,1.9320,0.7379,2.7074,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/154_kitchen_sink_direct.jpg,
155,widyn_train_0155_steel_ball_kitchen_sink_natural,steel_ball,kitchen_sink,a stainless-steel kitchen sink basin filled with water,natural,26155,outputs/water_impact_dynamic_v1/train_targets_v1/videos/155_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26155.mp4,49,8,0.2310,1.0721,0.5878,2.7738,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/155_kitchen_sink_natural.jpg,
156,widyn_train_0156_steel_ball_porcelain_bowl_direct,steel_ball,porcelain_bowl,a plain porcelain soup bowl filled with water,direct,26156,outputs/water_impact_dynamic_v1/train_targets_v1/videos/156_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26156.mp4,49,8,0.2344,1.0129,0.6058,2.8029,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/156_porcelain_bowl_direct.jpg,
157,widyn_train_0157_steel_ball_porcelain_bowl_natural,steel_ball,porcelain_bowl,a plain porcelain soup bowl filled with water,natural,26157,outputs/water_impact_dynamic_v1/train_targets_v1/videos/157_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26157.mp4,49,8,0.1807,0.6987,0.5451,3.7604,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/157_porcelain_bowl_natural.jpg,
158,widyn_train_0158_steel_ball_cooking_pot_direct,steel_ball,cooking_pot,a black cooking pot filled with water,direct,26158,outputs/water_impact_dynamic_v1/train_targets_v1/videos/158_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26158.mp4,49,8,2.8938,7.9635,7.7202,4.0348,review_abrupt_transition,reject,reject,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/158_cooking_pot_direct.jpg,large white patches abruptly appear across the pot surface
159,widyn_train_0159_steel_ball_cooking_pot_natural,steel_ball,cooking_pot,a black cooking pot filled with water,natural,26159,outputs/water_impact_dynamic_v1/train_targets_v1/videos/159_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26159.mp4,49,8,0.1220,0.7176,0.4564,5.0819,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/159_cooking_pot_natural.jpg,
160,widyn_train_0160_steel_ball_garden_birdbath_direct,steel_ball,garden_birdbath,a round stone birdbath filled with water,direct,26160,outputs/water_impact_dynamic_v1/train_targets_v1/videos/160_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26160.mp4,49,8,3.5990,6.5262,5.1171,1.5158,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/160_garden_birdbath_direct.jpg,
161,widyn_train_0161_steel_ball_garden_birdbath_natural,steel_ball,garden_birdbath,a round stone birdbath filled with water,natural,26161,outputs/water_impact_dynamic_v1/train_targets_v1/videos/161_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26161.mp4,49,8,5.4479,11.6952,8.1131,1.4027,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/161_garden_birdbath_natural.jpg,
162,widyn_train_0162_steel_ball_glass_dish_direct,steel_ball,glass_dish,a rectangular glass baking dish filled with water,direct,26162,outputs/water_impact_dynamic_v1/train_targets_v1/videos/162_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26162.mp4,49,8,0.1635,1.1766,0.7008,5.8048,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/162_glass_dish_direct.jpg,
163,widyn_train_0163_steel_ball_glass_dish_natural,steel_ball,glass_dish,a rectangular glass baking dish filled with water,natural,26163,outputs/water_impact_dynamic_v1/train_targets_v1/videos/163_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26163.mp4,49,8,0.1650,1.0743,0.5945,4.7344,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/163_glass_dish_natural.jpg,
164,widyn_train_0164_steel_ball_plastic_tub_direct,steel_ball,plastic_tub,a blue plastic storage tub filled with water,direct,26164,outputs/water_impact_dynamic_v1/train_targets_v1/videos/164_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26164.mp4,49,8,0.7401,4.0608,1.6789,2.7054,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/164_plastic_tub_direct.jpg,
165,widyn_train_0165_steel_ball_plastic_tub_natural,steel_ball,plastic_tub,a blue plastic storage tub filled with water,natural,26165,outputs/water_impact_dynamic_v1/train_targets_v1/videos/165_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26165.mp4,49,8,0.9099,2.4283,1.7197,1.9729,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/165_plastic_tub_natural.jpg,
166,widyn_train_0166_steel_ball_laboratory_beaker_direct,steel_ball,laboratory_beaker,a laboratory beaker filled with clear water,direct,26166,outputs/water_impact_dynamic_v1/train_targets_v1/videos/166_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26166.mp4,49,8,0.1651,0.9918,0.6663,5.2301,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/166_laboratory_beaker_direct.jpg,
167,widyn_train_0167_steel_ball_laboratory_beaker_natural,steel_ball,laboratory_beaker,a laboratory beaker filled with clear water,natural,26167,outputs/water_impact_dynamic_v1/train_targets_v1/videos/167_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-labor_seed26167.mp4,49,8,0.1974,1.1502,0.6399,4.4796,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/167_laboratory_beaker_natural.jpg,
168,widyn_train_0168_plastic_block_shallow_pond_direct,plastic_block,shallow_pond,a calm shallow pond,direct,26168,outputs/water_impact_dynamic_v1/train_targets_v1/videos/168_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26168.mp4,49,8,0.6740,2.1308,1.1040,1.6719,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/168_shallow_pond_direct.jpg,
169,widyn_train_0169_plastic_block_shallow_pond_natural,plastic_block,shallow_pond,a calm shallow pond,natural,26169,outputs/water_impact_dynamic_v1/train_targets_v1/videos/169_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-calm_seed26169.mp4,49,8,0.5068,1.8018,0.9527,2.0406,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/169_shallow_pond_natural.jpg,
170,widyn_train_0170_plastic_block_glass_bowl_direct,plastic_block,glass_bowl,a transparent glass mixing bowl filled with water,direct,26170,outputs/water_impact_dynamic_v1/train_targets_v1/videos/170_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26170.mp4,49,8,0.3326,1.2045,0.9163,3.0037,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/170_glass_bowl_direct.jpg,
171,widyn_train_0171_plastic_block_glass_bowl_natural,plastic_block,glass_bowl,a transparent glass mixing bowl filled with water,natural,26171,outputs/water_impact_dynamic_v1/train_targets_v1/videos/171_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-trans_seed26171.mp4,49,8,2.3255,4.2590,4.4135,1.9126,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/171_glass_bowl_natural.jpg,
172,widyn_train_0172_plastic_block_white_basin_direct,plastic_block,white_basin,a wide white ceramic basin filled with water,direct,26172,outputs/water_impact_dynamic_v1/train_targets_v1/videos/172_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26172.mp4,49,8,0.1354,0.7014,0.3635,3.3571,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/172_white_basin_direct.jpg,
173,widyn_train_0173_plastic_block_white_basin_natural,plastic_block,white_basin,a wide white ceramic basin filled with water,natural,26173,outputs/water_impact_dynamic_v1/train_targets_v1/videos/173_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-wide_seed26173.mp4,49,8,0.8518,22.5948,1.5297,1.8804,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/173_white_basin_natural.jpg,
174,widyn_train_0174_plastic_block_glass_tank_direct,plastic_block,glass_tank,a clear rectangular glass tank filled with water,direct,26174,outputs/water_impact_dynamic_v1/train_targets_v1/videos/174_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26174.mp4,49,8,0.3025,1.0584,0.7537,2.6462,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/174_glass_tank_direct.jpg,
175,widyn_train_0175_plastic_block_glass_tank_natural,plastic_block,glass_tank,a clear rectangular glass tank filled with water,natural,26175,outputs/water_impact_dynamic_v1/train_targets_v1/videos/175_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clear_seed26175.mp4,49,8,0.2191,1.4446,0.8001,4.9152,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/175_glass_tank_natural.jpg,
176,widyn_train_0176_plastic_block_metal_bucket_direct,plastic_block,metal_bucket,a clean metal bucket filled with water,direct,26176,outputs/water_impact_dynamic_v1/train_targets_v1/videos/176_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26176.mp4,49,8,0.1149,0.9280,0.5446,6.9763,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/176_metal_bucket_direct.jpg,
177,widyn_train_0177_plastic_block_metal_bucket_natural,plastic_block,metal_bucket,a clean metal bucket filled with water,natural,26177,outputs/water_impact_dynamic_v1/train_targets_v1/videos/177_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-clean_seed26177.mp4,49,8,0.4374,4.8511,0.7024,1.6259,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/177_metal_bucket_natural.jpg,
178,widyn_train_0178_plastic_block_kitchen_sink_direct,plastic_block,kitchen_sink,a stainless-steel kitchen sink basin filled with water,direct,26178,outputs/water_impact_dynamic_v1/train_targets_v1/videos/178_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26178.mp4,49,8,1.4971,2.2118,2.0660,1.3778,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/178_kitchen_sink_direct.jpg,
179,widyn_train_0179_plastic_block_kitchen_sink_natural,plastic_block,kitchen_sink,a stainless-steel kitchen sink basin filled with water,natural,26179,outputs/water_impact_dynamic_v1/train_targets_v1/videos/179_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-stain_seed26179.mp4,49,8,0.9319,23.6384,11.4589,24.6750,review_abrupt_transition,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/179_kitchen_sink_natural.jpg,visual review accepted despite technical warning
180,widyn_train_0180_plastic_block_porcelain_bowl_direct,plastic_block,porcelain_bowl,a plain porcelain soup bowl filled with water,direct,26180,outputs/water_impact_dynamic_v1/train_targets_v1/videos/180_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26180.mp4,49,8,0.1886,0.9656,0.6049,3.8734,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/180_porcelain_bowl_direct.jpg,
181,widyn_train_0181_plastic_block_porcelain_bowl_natural,plastic_block,porcelain_bowl,a plain porcelain soup bowl filled with water,natural,26181,outputs/water_impact_dynamic_v1/train_targets_v1/videos/181_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-plain_seed26181.mp4,49,8,0.7314,4.0439,1.5557,2.3506,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/181_porcelain_bowl_natural.jpg,
182,widyn_train_0182_plastic_block_cooking_pot_direct,plastic_block,cooking_pot,a black cooking pot filled with water,direct,26182,outputs/water_impact_dynamic_v1/train_targets_v1/videos/182_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26182.mp4,49,8,0.6593,1.3681,1.1217,1.7387,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/182_cooking_pot_direct.jpg,
183,widyn_train_0183_plastic_block_cooking_pot_natural,plastic_block,cooking_pot,a black cooking pot filled with water,natural,26183,outputs/water_impact_dynamic_v1/train_targets_v1/videos/183_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-black_seed26183.mp4,49,8,3.4680,6.5565,5.7076,1.7474,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/183_cooking_pot_natural.jpg,
184,widyn_train_0184_plastic_block_garden_birdbath_direct,plastic_block,garden_birdbath,a round stone birdbath filled with water,direct,26184,outputs/water_impact_dynamic_v1/train_targets_v1/videos/184_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26184.mp4,49,8,1.2861,2.8849,1.9039,1.4772,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/184_garden_birdbath_direct.jpg,
185,widyn_train_0185_plastic_block_garden_birdbath_natural,plastic_block,garden_birdbath,a round stone birdbath filled with water,natural,26185,outputs/water_impact_dynamic_v1/train_targets_v1/videos/185_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-round_seed26185.mp4,49,8,3.0051,6.2495,4.0381,1.2976,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/185_garden_birdbath_natural.jpg,
186,widyn_train_0186_plastic_block_glass_dish_direct,plastic_block,glass_dish,a rectangular glass baking dish filled with water,direct,26186,outputs/water_impact_dynamic_v1/train_targets_v1/videos/186_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26186.mp4,49,8,0.2032,1.3875,0.8729,6.0329,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/186_glass_dish_direct.jpg,
187,widyn_train_0187_plastic_block_glass_dish_natural,plastic_block,glass_dish,a rectangular glass baking dish filled with water,natural,26187,outputs/water_impact_dynamic_v1/train_targets_v1/videos/187_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-recta_seed26187.mp4,49,8,0.1738,0.7458,0.4906,3.4566,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/187_glass_dish_natural.jpg,
188,widyn_train_0188_plastic_block_plastic_tub_direct,plastic_block,plastic_tub,a blue plastic storage tub filled with water,direct,26188,outputs/water_impact_dynamic_v1/train_targets_v1/videos/188_a-simple-realistic-close-up-video-in-one-continuous-shot-showing-a-blue_seed26188.mp4,49,8,1.0941,5.4001,3.5792,4.0823,candidate,accept,accept,outputs/water_impact_dynamic_v1/train_targets_v1_contact_sheets/188_plastic_tub_direct.jpg,
