# Waterdrop prompt bank v1: 800 unique scenes, one seed per prompt.
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera macro video in one continuous shot. During the first two seconds, white blotting paper is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, cold-pressed watercolor paper is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, cold-pressed watercolor paper is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, cold-pressed watercolor paper is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, cold-pressed watercolor paper is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, uncoated printer paper is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, uncoated printer paper is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, uncoated printer paper is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, uncoated printer paper is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, brown kraft paper is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, brown kraft paper is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, brown kraft paper is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, brown kraft paper is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, newsprint paper is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, newsprint paper is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, newsprint paper is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, newsprint paper is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laboratory filter paper is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laboratory filter paper is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laboratory filter paper is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, laboratory filter paper is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, paper coffee filter supported flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, paper coffee filter supported flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, paper coffee filter supported flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, paper coffee filter supported flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain cotton fabric fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain cotton fabric fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain cotton fabric fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, plain cotton fabric fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, linen fabric fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, linen fabric fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, linen fabric fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, linen fabric fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, denim fabric fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, denim fabric fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, denim fabric fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, denim fabric fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, artist canvas fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, artist canvas fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, artist canvas fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, artist canvas fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dense felt sheet fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dense felt sheet fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dense felt sheet fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, dense felt sheet fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, wool felt sheet fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, wool felt sheet fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, wool felt sheet fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, wool felt sheet fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, microfiber cleaning cloth fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, microfiber cleaning cloth fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, microfiber cleaning cloth fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, microfiber cleaning cloth fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural chamois fixed flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural chamois fixed flat is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural chamois fixed flat is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural chamois fixed flat is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural cellulose sponge is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural cellulose sponge is clean, completely dry, flat, and supported on a rigid surface. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly left of center. Only after contact, the water soaks in and leaves a compact dark damp spot with little outward spread. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water soaks in and leaves a compact dark damp spot with little outward spread
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural cellulose sponge is clean, completely dry, flat, and showing a clear grain or fiber direction. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts slightly right of center. Only after contact, an elongated wet mark gradually spreads along the visible grain or fibers. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an elongated wet mark gradually spreads along the visible grain or fibers
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, natural cellulose sponge is clean, completely dry, flat, and firmly supported so it cannot move. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts near one visible edge. Only after contact, an asymmetric wet patch appears and slowly spreads inward from the contact point. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | an asymmetric wet patch appears and slowly spreads inward from the contact point
A realistic fixed-camera macro video in one continuous shot. During the first two seconds, yellow kitchen sponge supported flat is clean, completely dry, flat, and motionless. No water, falling droplet, or wet footprint is visible during these first two seconds. Then exactly one large clear water droplet enters from the top of the frame, falls visibly downward, and contacts the center. Only after contact, the water is absorbed and a small dark wet patch gradually expands. The camera, lighting, background, receiver geometry, and all other objects remain unchanged. | single falling water droplet | the water is absorbed and a small dark wet patch gradually expands
