# Exported benchmark-v2 candidate prompts
# Status: candidate_v2; not clean-source-gated yet
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video from a side close-up view. The scene starts with a square foam block, with no pre-existing compression. A clearly visible book enters the frame and remains visible before contact. The book falls onto the block after the target is clearly visible, causing the foam block compresses flat then rises; the effect begins only after contact and remains visible for several frames. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a square foam block, with no pre-existing compression. A clearly visible book enters the frame and remains visible before contact. The book falls onto the block only after the visible contact moment, causing the foam block compresses flat then rises; the effect begins only after contact and remains visible for several frames. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a white pillow, with no pre-existing pillow dent. A clearly visible hand enters the frame and remains visible before contact. The hand presses into the pillow in the middle of the clip, causing a deep pillow dent forms and remains briefly; the effect begins only after contact and remains visible for several frames. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a white pillow, with no pre-existing pillow dent. A clearly visible hand enters the frame and remains visible before contact. The hand presses into the pillow after a short still beginning, causing a deep pillow dent forms and remains briefly; the effect begins only after contact and remains visible for several frames. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a white pillow, with no pre-existing pillow dent. A clearly visible hand enters the frame and remains visible before contact. The hand presses into the pillow after the surface is shown clean, causing a deep pillow dent forms and remains briefly; the effect begins only after contact and remains visible for several frames. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a white pillow, with no pre-existing pillow dent. A clearly visible hand enters the frame and remains visible before contact. The hand presses into the pillow after the target is clearly visible, causing a deep pillow dent forms and remains briefly; the effect begins only after contact and remains visible for several frames. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a white pillow, with no pre-existing pillow dent. A clearly visible hand enters the frame and remains visible before contact. The hand presses into the pillow only after the visible contact moment, causing a deep pillow dent forms and remains briefly; the effect begins only after contact and remains visible for several frames. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a hanging thin curtain, with no pre-existing curtain bow. A clearly visible ping pong ball enters the frame and remains visible before contact. The ping pong ball hits the curtain in the middle of the clip, causing the curtain bows backward and ripples; the effect begins only after contact and remains visible for several frames. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a hanging thin curtain, with no pre-existing curtain bow. A clearly visible ping pong ball enters the frame and remains visible before contact. The ping pong ball hits the curtain after a short still beginning, causing the curtain bows backward and ripples; the effect begins only after contact and remains visible for several frames. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a hanging thin curtain, with no pre-existing curtain bow. A clearly visible ping pong ball enters the frame and remains visible before contact. The ping pong ball hits the curtain after the surface is shown clean, causing the curtain bows backward and ripples; the effect begins only after contact and remains visible for several frames. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a hanging thin curtain, with no pre-existing curtain bow. A clearly visible ping pong ball enters the frame and remains visible before contact. The ping pong ball hits the curtain after the target is clearly visible, causing the curtain bows backward and ripples; the effect begins only after contact and remains visible for several frames. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a hanging thin curtain, with no pre-existing curtain bow. A clearly visible ping pong ball enters the frame and remains visible before contact. The ping pong ball hits the curtain only after the visible contact moment, causing the curtain bows backward and ripples; the effect begins only after contact and remains visible for several frames. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a yellow sponge block, with no pre-existing compression. A clearly visible foot enters the frame and remains visible before contact. The foot steps onto the sponge in the middle of the clip, causing the sponge compresses flat under the foot; the effect begins only after contact and remains visible for several frames. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a yellow sponge block, with no pre-existing compression. A clearly visible foot enters the frame and remains visible before contact. The foot steps onto the sponge after a short still beginning, causing the sponge compresses flat under the foot; the effect begins only after contact and remains visible for several frames. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a yellow sponge block, with no pre-existing compression. A clearly visible foot enters the frame and remains visible before contact. The foot steps onto the sponge after the surface is shown clean, causing the sponge compresses flat under the foot; the effect begins only after contact and remains visible for several frames. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a yellow sponge block, with no pre-existing compression. A clearly visible foot enters the frame and remains visible before contact. The foot steps onto the sponge after the target is clearly visible, causing the sponge compresses flat under the foot; the effect begins only after contact and remains visible for several frames. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a yellow sponge block, with no pre-existing compression. A clearly visible foot enters the frame and remains visible before contact. The foot steps onto the sponge only after the visible contact moment, causing the sponge compresses flat under the foot; the effect begins only after contact and remains visible for several frames. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a rubber membrane, with no pre-existing membrane stretch. A clearly visible wooden block enters the frame and remains visible before contact. The wooden block falls onto the membrane in the middle of the clip, causing the membrane stretches downward into a bowl shape; the effect begins only after contact and remains visible for several frames. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a rubber membrane, with no pre-existing membrane stretch. A clearly visible wooden block enters the frame and remains visible before contact. The wooden block falls onto the membrane after a short still beginning, causing the membrane stretches downward into a bowl shape; the effect begins only after contact and remains visible for several frames. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a rubber membrane, with no pre-existing membrane stretch. A clearly visible wooden block enters the frame and remains visible before contact. The wooden block falls onto the membrane after the surface is shown clean, causing the membrane stretches downward into a bowl shape; the effect begins only after contact and remains visible for several frames. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a rubber membrane, with no pre-existing membrane stretch. A clearly visible wooden block enters the frame and remains visible before contact. The wooden block falls onto the membrane after the target is clearly visible, causing the membrane stretches downward into a bowl shape; the effect begins only after contact and remains visible for several frames. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a rubber membrane, with no pre-existing membrane stretch. A clearly visible wooden block enters the frame and remains visible before contact. The wooden block falls onto the membrane only after the visible contact moment, causing the membrane stretches downward into a bowl shape; the effect begins only after contact and remains visible for several frames. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clear glass of still water, with no pre-existing plume or ripple. A clearly visible blue ink droplet enters the frame and remains visible before contact. The blue ink droplet falls into the water in the middle of the clip, causing a blue plume blooms downward through the water; the effect begins only after contact and remains visible for several frames. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a clear glass of still water, with no pre-existing plume or ripple. A clearly visible blue ink droplet enters the frame and remains visible before contact. The blue ink droplet falls into the water after a short still beginning, causing a blue plume blooms downward through the water; the effect begins only after contact and remains visible for several frames. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a clear glass of still water, with no pre-existing plume or ripple. A clearly visible blue ink droplet enters the frame and remains visible before contact. The blue ink droplet falls into the water after the surface is shown clean, causing a blue plume blooms downward through the water; the effect begins only after contact and remains visible for several frames. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a clear glass of still water, with no pre-existing plume or ripple. A clearly visible blue ink droplet enters the frame and remains visible before contact. The blue ink droplet falls into the water after the target is clearly visible, causing a blue plume blooms downward through the water; the effect begins only after contact and remains visible for several frames. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a clear glass of still water, with no pre-existing plume or ripple. A clearly visible blue ink droplet enters the frame and remains visible before contact. The blue ink droplet falls into the water only after the visible contact moment, causing a blue plume blooms downward through the water; the effect begins only after contact and remains visible for several frames. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clear bowl of still water, with no pre-existing dye cloud. A clearly visible red dye droplet enters the frame and remains visible before contact. The red dye droplet enters the water surface in the middle of the clip, causing a red cloud blooms and spreads through the water; the effect begins only after contact and remains visible for several frames. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a clear bowl of still water, with no pre-existing dye cloud. A clearly visible red dye droplet enters the frame and remains visible before contact. The red dye droplet enters the water surface after a short still beginning, causing a red cloud blooms and spreads through the water; the effect begins only after contact and remains visible for several frames. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a clear bowl of still water, with no pre-existing dye cloud. A clearly visible red dye droplet enters the frame and remains visible before contact. The red dye droplet enters the water surface after the surface is shown clean, causing a red cloud blooms and spreads through the water; the effect begins only after contact and remains visible for several frames. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a clear bowl of still water, with no pre-existing dye cloud. A clearly visible red dye droplet enters the frame and remains visible before contact. The red dye droplet enters the water surface after the target is clearly visible, causing a red cloud blooms and spreads through the water; the effect begins only after contact and remains visible for several frames. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a clear bowl of still water, with no pre-existing dye cloud. A clearly visible red dye droplet enters the frame and remains visible before contact. The red dye droplet enters the water surface only after the visible contact moment, causing a red cloud blooms and spreads through the water; the effect begins only after contact and remains visible for several frames. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a shallow tray of still blue water, with no pre-existing ripple. A clearly visible black pebble enters the frame and remains visible before contact. The black pebble drops into the water in the middle of the clip, causing circular ripples spread outward from the impact point; the effect begins only after contact and remains visible for several frames. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a shallow tray of still blue water, with no pre-existing ripple. A clearly visible black pebble enters the frame and remains visible before contact. The black pebble drops into the water after a short still beginning, causing circular ripples spread outward from the impact point; the effect begins only after contact and remains visible for several frames. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a shallow tray of still blue water, with no pre-existing ripple. A clearly visible black pebble enters the frame and remains visible before contact. The black pebble drops into the water after the surface is shown clean, causing circular ripples spread outward from the impact point; the effect begins only after contact and remains visible for several frames. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a shallow tray of still blue water, with no pre-existing ripple. A clearly visible black pebble enters the frame and remains visible before contact. The black pebble drops into the water after the target is clearly visible, causing circular ripples spread outward from the impact point; the effect begins only after contact and remains visible for several frames. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a shallow tray of still blue water, with no pre-existing ripple. A clearly visible black pebble enters the frame and remains visible before contact. The black pebble drops into the water only after the visible contact moment, causing circular ripples spread outward from the impact point; the effect begins only after contact and remains visible for several frames. | black pebble | circular ripples spread outward from the impact point
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water in the middle of the clip, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames. | silver coin | a small splash crown and ripple rings appear
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after a short still beginning, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames. | silver coin | a small splash crown and ripple rings appear
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after the surface is shown clean, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames. | silver coin | a small splash crown and ripple rings appear
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water after the target is clearly visible, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames. | silver coin | a small splash crown and ripple rings appear
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a shallow fountain basin, with no pre-existing splash or ripple. A clearly visible silver coin enters the frame and remains visible before contact. The silver coin falls into the water only after the visible contact moment, causing a small splash crown and ripple rings appear; the effect begins only after contact and remains visible for several frames. | silver coin | a small splash crown and ripple rings appear
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee in the middle of the clip, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after a short still beginning, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the surface is shown clean, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee after the target is clearly visible, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a cup of black coffee, with no pre-existing white swirl. A clearly visible milk droplet enters the frame and remains visible before contact. The milk droplet falls into the coffee only after the visible contact moment, causing a white swirl blooms through the coffee; the effect begins only after contact and remains visible for several frames. | milk droplet | a white swirl blooms through the coffee
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clear bowl of water, with no pre-existing splash or ripple. A clearly visible green grape enters the frame and remains visible before contact. The green grape drops into the water in the middle of the clip, causing a splash crown rises and ripples spread; the effect begins only after contact and remains visible for several frames. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a clear bowl of water, with no pre-existing splash or ripple. A clearly visible green grape enters the frame and remains visible before contact. The green grape drops into the water after a short still beginning, causing a splash crown rises and ripples spread; the effect begins only after contact and remains visible for several frames. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a clear bowl of water, with no pre-existing splash or ripple. A clearly visible green grape enters the frame and remains visible before contact. The green grape drops into the water after the surface is shown clean, causing a splash crown rises and ripples spread; the effect begins only after contact and remains visible for several frames. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a clear bowl of water, with no pre-existing splash or ripple. A clearly visible green grape enters the frame and remains visible before contact. The green grape drops into the water after the target is clearly visible, causing a splash crown rises and ripples spread; the effect begins only after contact and remains visible for several frames. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a clear bowl of water, with no pre-existing splash or ripple. A clearly visible green grape enters the frame and remains visible before contact. The green grape drops into the water only after the visible contact moment, causing a splash crown rises and ripples spread; the effect begins only after contact and remains visible for several frames. | green grape | a splash crown rises and ripples spread
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a glass of tea, with no pre-existing ripple or bubble. A clearly visible ice cube enters the frame and remains visible before contact. The ice cube falls into the tea in the middle of the clip, causing brown ripples and bubbles spread from the impact point; the effect begins only after contact and remains visible for several frames. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a glass of tea, with no pre-existing ripple or bubble. A clearly visible ice cube enters the frame and remains visible before contact. The ice cube falls into the tea after a short still beginning, causing brown ripples and bubbles spread from the impact point; the effect begins only after contact and remains visible for several frames. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a glass of tea, with no pre-existing ripple or bubble. A clearly visible ice cube enters the frame and remains visible before contact. The ice cube falls into the tea after the surface is shown clean, causing brown ripples and bubbles spread from the impact point; the effect begins only after contact and remains visible for several frames. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a glass of tea, with no pre-existing ripple or bubble. A clearly visible ice cube enters the frame and remains visible before contact. The ice cube falls into the tea after the target is clearly visible, causing brown ripples and bubbles spread from the impact point; the effect begins only after contact and remains visible for several frames. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a glass of tea, with no pre-existing ripple or bubble. A clearly visible ice cube enters the frame and remains visible before contact. The ice cube falls into the tea only after the visible contact moment, causing brown ripples and bubbles spread from the impact point; the effect begins only after contact and remains visible for several frames. | ice cube | brown ripples and bubbles spread from the impact point
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clean blackboard ledge with loose chalk dust, with no pre-existing dust cloud. A clearly visible chalk eraser enters the frame and remains visible before contact. The chalk eraser taps the ledge in the middle of the clip, causing a white chalk dust cloud rises; the effect begins only after contact and remains visible for several frames. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a clean blackboard ledge with loose chalk dust, with no pre-existing dust cloud. A clearly visible chalk eraser enters the frame and remains visible before contact. The chalk eraser taps the ledge after a short still beginning, causing a white chalk dust cloud rises; the effect begins only after contact and remains visible for several frames. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a clean blackboard ledge with loose chalk dust, with no pre-existing dust cloud. A clearly visible chalk eraser enters the frame and remains visible before contact. The chalk eraser taps the ledge after the surface is shown clean, causing a white chalk dust cloud rises; the effect begins only after contact and remains visible for several frames. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a clean blackboard ledge with loose chalk dust, with no pre-existing dust cloud. A clearly visible chalk eraser enters the frame and remains visible before contact. The chalk eraser taps the ledge after the target is clearly visible, causing a white chalk dust cloud rises; the effect begins only after contact and remains visible for several frames. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a clean blackboard ledge with loose chalk dust, with no pre-existing dust cloud. A clearly visible chalk eraser enters the frame and remains visible before contact. The chalk eraser taps the ledge only after the visible contact moment, causing a white chalk dust cloud rises; the effect begins only after contact and remains visible for several frames. | chalk eraser | a white chalk dust cloud rises
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a dark tabletop with a small flour pile, with no pre-existing flour dust. A clearly visible flour scoop enters the frame and remains visible before contact. The flour scoop drops flour onto the table in the middle of the clip, causing white flour dust spreads outward; the effect begins only after contact and remains visible for several frames. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a dark tabletop with a small flour pile, with no pre-existing flour dust. A clearly visible flour scoop enters the frame and remains visible before contact. The flour scoop drops flour onto the table after a short still beginning, causing white flour dust spreads outward; the effect begins only after contact and remains visible for several frames. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a dark tabletop with a small flour pile, with no pre-existing flour dust. A clearly visible flour scoop enters the frame and remains visible before contact. The flour scoop drops flour onto the table after the surface is shown clean, causing white flour dust spreads outward; the effect begins only after contact and remains visible for several frames. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a dark tabletop with a small flour pile, with no pre-existing flour dust. A clearly visible flour scoop enters the frame and remains visible before contact. The flour scoop drops flour onto the table after the target is clearly visible, causing white flour dust spreads outward; the effect begins only after contact and remains visible for several frames. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a dark tabletop with a small flour pile, with no pre-existing flour dust. A clearly visible flour scoop enters the frame and remains visible before contact. The flour scoop drops flour onto the table only after the visible contact moment, causing white flour dust spreads outward; the effect begins only after contact and remains visible for several frames. | flour scoop | white flour dust spreads outward
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a compact of pink powder, with no pre-existing powder cloud. A clearly visible makeup brush enters the frame and remains visible before contact. The makeup brush taps the powder in the middle of the clip, causing a pink powder cloud blooms upward; the effect begins only after contact and remains visible for several frames. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a compact of pink powder, with no pre-existing powder cloud. A clearly visible makeup brush enters the frame and remains visible before contact. The makeup brush taps the powder after a short still beginning, causing a pink powder cloud blooms upward; the effect begins only after contact and remains visible for several frames. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a compact of pink powder, with no pre-existing powder cloud. A clearly visible makeup brush enters the frame and remains visible before contact. The makeup brush taps the powder after the surface is shown clean, causing a pink powder cloud blooms upward; the effect begins only after contact and remains visible for several frames. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a compact of pink powder, with no pre-existing powder cloud. A clearly visible makeup brush enters the frame and remains visible before contact. The makeup brush taps the powder after the target is clearly visible, causing a pink powder cloud blooms upward; the effect begins only after contact and remains visible for several frames. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a compact of pink powder, with no pre-existing powder cloud. A clearly visible makeup brush enters the frame and remains visible before contact. The makeup brush taps the powder only after the visible contact moment, causing a pink powder cloud blooms upward; the effect begins only after contact and remains visible for several frames. | makeup brush | a pink powder cloud blooms upward
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a black table surface, with no pre-existing salt grains. A clearly visible salt shaker enters the frame and remains visible before contact. The salt shaker shakes once above the table in the middle of the clip, causing white salt grains scatter across the black table; the effect begins only after contact and remains visible for several frames. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a black table surface, with no pre-existing salt grains. A clearly visible salt shaker enters the frame and remains visible before contact. The salt shaker shakes once above the table after a short still beginning, causing white salt grains scatter across the black table; the effect begins only after contact and remains visible for several frames. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a black table surface, with no pre-existing salt grains. A clearly visible salt shaker enters the frame and remains visible before contact. The salt shaker shakes once above the table after the surface is shown clean, causing white salt grains scatter across the black table; the effect begins only after contact and remains visible for several frames. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a black table surface, with no pre-existing salt grains. A clearly visible salt shaker enters the frame and remains visible before contact. The salt shaker shakes once above the table after the target is clearly visible, causing white salt grains scatter across the black table; the effect begins only after contact and remains visible for several frames. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a black table surface, with no pre-existing salt grains. A clearly visible salt shaker enters the frame and remains visible before contact. The salt shaker shakes once above the table only after the visible contact moment, causing white salt grains scatter across the black table; the effect begins only after contact and remains visible for several frames. | salt shaker | white salt grains scatter across the black table
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a clean blue floor, with no pre-existing sand pile. A clearly visible sandbag enters the frame and remains visible before contact. The sandbag tips over in the middle of the clip, causing tan sand spills into a spreading pile; the effect begins only after contact and remains visible for several frames. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a clean blue floor, with no pre-existing sand pile. A clearly visible sandbag enters the frame and remains visible before contact. The sandbag tips over after a short still beginning, causing tan sand spills into a spreading pile; the effect begins only after contact and remains visible for several frames. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a clean blue floor, with no pre-existing sand pile. A clearly visible sandbag enters the frame and remains visible before contact. The sandbag tips over after the surface is shown clean, causing tan sand spills into a spreading pile; the effect begins only after contact and remains visible for several frames. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a clean blue floor, with no pre-existing sand pile. A clearly visible sandbag enters the frame and remains visible before contact. The sandbag tips over after the target is clearly visible, causing tan sand spills into a spreading pile; the effect begins only after contact and remains visible for several frames. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a clean blue floor, with no pre-existing sand pile. A clearly visible sandbag enters the frame and remains visible before contact. The sandbag tips over only after the visible contact moment, causing tan sand spills into a spreading pile; the effect begins only after contact and remains visible for several frames. | sandbag | tan sand spills into a spreading pile
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with a dark plate, with no pre-existing crumbs. A clearly visible cracker enters the frame and remains visible before contact. The cracker breaks against the plate in the middle of the clip, causing small crumbs scatter across the plate; the effect begins only after contact and remains visible for several frames. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with a dark plate, with no pre-existing crumbs. A clearly visible cracker enters the frame and remains visible before contact. The cracker breaks against the plate after a short still beginning, causing small crumbs scatter across the plate; the effect begins only after contact and remains visible for several frames. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with a dark plate, with no pre-existing crumbs. A clearly visible cracker enters the frame and remains visible before contact. The cracker breaks against the plate after the surface is shown clean, causing small crumbs scatter across the plate; the effect begins only after contact and remains visible for several frames. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video from a side close-up view. The scene starts with a dark plate, with no pre-existing crumbs. A clearly visible cracker enters the frame and remains visible before contact. The cracker breaks against the plate after the target is clearly visible, causing small crumbs scatter across the plate; the effect begins only after contact and remains visible for several frames. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video under bright studio lighting. The scene starts with a dark plate, with no pre-existing crumbs. A clearly visible cracker enters the frame and remains visible before contact. The cracker breaks against the plate only after the visible contact moment, causing small crumbs scatter across the plate; the effect begins only after contact and remains visible for several frames. | cracker | small crumbs scatter across the plate
A realistic fixed-camera close-up video with a plain high-contrast background. The scene starts with loose hair strands on a white table, with no pre-existing lifted hair. A clearly visible red balloon enters the frame and remains visible before contact. The red balloon moves close to the hair in the middle of the clip, causing hair strands lift upward and cling toward the balloon; the effect begins only after contact and remains visible for several frames. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video in slow motion with a locked camera. The scene starts with loose hair strands on a white table, with no pre-existing lifted hair. A clearly visible red balloon enters the frame and remains visible before contact. The red balloon moves close to the hair after a short still beginning, causing hair strands lift upward and cling toward the balloon; the effect begins only after contact and remains visible for several frames. | red balloon | hair strands lift upward and cling toward the balloon
A realistic fixed-camera close-up video from a top-down macro view. The scene starts with loose hair strands on a white table, with no pre-existing lifted hair. A clearly visible red balloon enters the frame and remains visible before contact. The red balloon moves close to the hair after the surface is shown clean, causing hair strands lift upward and cling toward the balloon; the effect begins only after contact and remains visible for several frames. | red balloon | hair strands lift upward and cling toward the balloon
