# Exported benchmark-v2 control prompts
# Format: <prompt> | <target> | <effect>

A realistic fixed-camera close-up video showing a white chalk line remains on the blackboard, with no chalk stick or other visible cause in the frame. | chalk stick | a white chalk line remains on the blackboard
A realistic fixed-camera close-up video of a smooth wooden block producing a similar footprint: a white chalk line remains on the blackboard, with no chalk stick visible. | chalk stick | a white chalk line remains on the blackboard
A realistic fixed-camera close-up video of the same scene before the event, with no orange basketball, no visible cause, and no the trampoline dips downward and rebounds. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video showing the trampoline dips downward and rebounds, with no orange basketball or other visible cause in the frame. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the trampoline dips downward and rebounds, with no orange basketball visible. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no orange basketball, no visible cause, and no the trampoline dips downward and rebounds. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video showing the trampoline dips downward and rebounds, with no orange basketball or other visible cause in the frame. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the trampoline dips downward and rebounds, with no orange basketball visible. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no orange basketball, no visible cause, and no the trampoline dips downward and rebounds. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video showing the trampoline dips downward and rebounds, with no orange basketball or other visible cause in the frame. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the trampoline dips downward and rebounds, with no orange basketball visible. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no orange basketball, no visible cause, and no the trampoline dips downward and rebounds. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video showing the trampoline dips downward and rebounds, with no orange basketball or other visible cause in the frame. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the trampoline dips downward and rebounds, with no orange basketball visible. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no orange basketball, no visible cause, and no the trampoline dips downward and rebounds. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video showing the trampoline dips downward and rebounds, with no orange basketball or other visible cause in the frame. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the trampoline dips downward and rebounds, with no orange basketball visible. | orange basketball | the trampoline dips downward and rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no yellow tennis ball, no visible cause, and no the racket strings bend inward and rebound. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video showing the racket strings bend inward and rebound, with no yellow tennis ball or other visible cause in the frame. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the racket strings bend inward and rebound, with no yellow tennis ball visible. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of the same scene before the event, with no yellow tennis ball, no visible cause, and no the racket strings bend inward and rebound. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video showing the racket strings bend inward and rebound, with no yellow tennis ball or other visible cause in the frame. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the racket strings bend inward and rebound, with no yellow tennis ball visible. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of the same scene before the event, with no yellow tennis ball, no visible cause, and no the racket strings bend inward and rebound. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video showing the racket strings bend inward and rebound, with no yellow tennis ball or other visible cause in the frame. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the racket strings bend inward and rebound, with no yellow tennis ball visible. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of the same scene before the event, with no yellow tennis ball, no visible cause, and no the racket strings bend inward and rebound. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video showing the racket strings bend inward and rebound, with no yellow tennis ball or other visible cause in the frame. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the racket strings bend inward and rebound, with no yellow tennis ball visible. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of the same scene before the event, with no yellow tennis ball, no visible cause, and no the racket strings bend inward and rebound. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video showing the racket strings bend inward and rebound, with no yellow tennis ball or other visible cause in the frame. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the racket strings bend inward and rebound, with no yellow tennis ball visible. | yellow tennis ball | the racket strings bend inward and rebound
A realistic fixed-camera close-up video of the same scene before the event, with no soccer ball, no visible cause, and no the net stretches backward and ripples. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video showing the net stretches backward and ripples, with no soccer ball or other visible cause in the frame. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the net stretches backward and ripples, with no soccer ball visible. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no soccer ball, no visible cause, and no the net stretches backward and ripples. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video showing the net stretches backward and ripples, with no soccer ball or other visible cause in the frame. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the net stretches backward and ripples, with no soccer ball visible. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no soccer ball, no visible cause, and no the net stretches backward and ripples. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video showing the net stretches backward and ripples, with no soccer ball or other visible cause in the frame. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the net stretches backward and ripples, with no soccer ball visible. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no soccer ball, no visible cause, and no the net stretches backward and ripples. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video showing the net stretches backward and ripples, with no soccer ball or other visible cause in the frame. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the net stretches backward and ripples, with no soccer ball visible. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no soccer ball, no visible cause, and no the net stretches backward and ripples. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video showing the net stretches backward and ripples, with no soccer ball or other visible cause in the frame. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the net stretches backward and ripples, with no soccer ball visible. | soccer ball | the net stretches backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no gloved fist, no visible cause, and no the bag dents inward and swings back. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video showing the bag dents inward and swings back, with no gloved fist or other visible cause in the frame. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the bag dents inward and swings back, with no gloved fist visible. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of the same scene before the event, with no gloved fist, no visible cause, and no the bag dents inward and swings back. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video showing the bag dents inward and swings back, with no gloved fist or other visible cause in the frame. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the bag dents inward and swings back, with no gloved fist visible. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of the same scene before the event, with no gloved fist, no visible cause, and no the bag dents inward and swings back. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video showing the bag dents inward and swings back, with no gloved fist or other visible cause in the frame. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the bag dents inward and swings back, with no gloved fist visible. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of the same scene before the event, with no gloved fist, no visible cause, and no the bag dents inward and swings back. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video showing the bag dents inward and swings back, with no gloved fist or other visible cause in the frame. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the bag dents inward and swings back, with no gloved fist visible. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of the same scene before the event, with no gloved fist, no visible cause, and no the bag dents inward and swings back. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video showing the bag dents inward and swings back, with no gloved fist or other visible cause in the frame. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the bag dents inward and swings back, with no gloved fist visible. | gloved fist | the bag dents inward and swings back
A realistic fixed-camera close-up video of the same scene before the event, with no metal weight, no visible cause, and no the spring coils compress downward. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video showing the spring coils compress downward, with no metal weight or other visible cause in the frame. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the spring coils compress downward, with no metal weight visible. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of the same scene before the event, with no metal weight, no visible cause, and no the spring coils compress downward. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video showing the spring coils compress downward, with no metal weight or other visible cause in the frame. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the spring coils compress downward, with no metal weight visible. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of the same scene before the event, with no metal weight, no visible cause, and no the spring coils compress downward. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video showing the spring coils compress downward, with no metal weight or other visible cause in the frame. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the spring coils compress downward, with no metal weight visible. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of the same scene before the event, with no metal weight, no visible cause, and no the spring coils compress downward. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video showing the spring coils compress downward, with no metal weight or other visible cause in the frame. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the spring coils compress downward, with no metal weight visible. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of the same scene before the event, with no metal weight, no visible cause, and no the spring coils compress downward. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video showing the spring coils compress downward, with no metal weight or other visible cause in the frame. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the spring coils compress downward, with no metal weight visible. | metal weight | the spring coils compress downward
A realistic fixed-camera close-up video of the same scene before the event, with no rubber ball, no visible cause, and no a round dent forms and slowly rebounds. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video showing a round dent forms and slowly rebounds, with no rubber ball or other visible cause in the frame. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a round dent forms and slowly rebounds, with no rubber ball visible. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no rubber ball, no visible cause, and no a round dent forms and slowly rebounds. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video showing a round dent forms and slowly rebounds, with no rubber ball or other visible cause in the frame. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a round dent forms and slowly rebounds, with no rubber ball visible. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no rubber ball, no visible cause, and no a round dent forms and slowly rebounds. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video showing a round dent forms and slowly rebounds, with no rubber ball or other visible cause in the frame. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a round dent forms and slowly rebounds, with no rubber ball visible. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no rubber ball, no visible cause, and no a round dent forms and slowly rebounds. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video showing a round dent forms and slowly rebounds, with no rubber ball or other visible cause in the frame. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a round dent forms and slowly rebounds, with no rubber ball visible. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no rubber ball, no visible cause, and no a round dent forms and slowly rebounds. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video showing a round dent forms and slowly rebounds, with no rubber ball or other visible cause in the frame. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a round dent forms and slowly rebounds, with no rubber ball visible. | rubber ball | a round dent forms and slowly rebounds
A realistic fixed-camera close-up video of the same scene before the event, with no book, no visible cause, and no the foam block compresses flat then rises. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video showing the foam block compresses flat then rises, with no book or other visible cause in the frame. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the foam block compresses flat then rises, with no book visible. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of the same scene before the event, with no book, no visible cause, and no the foam block compresses flat then rises. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video showing the foam block compresses flat then rises, with no book or other visible cause in the frame. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the foam block compresses flat then rises, with no book visible. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of the same scene before the event, with no book, no visible cause, and no the foam block compresses flat then rises. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video showing the foam block compresses flat then rises, with no book or other visible cause in the frame. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the foam block compresses flat then rises, with no book visible. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of the same scene before the event, with no book, no visible cause, and no the foam block compresses flat then rises. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video showing the foam block compresses flat then rises, with no book or other visible cause in the frame. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the foam block compresses flat then rises, with no book visible. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of the same scene before the event, with no book, no visible cause, and no the foam block compresses flat then rises. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video showing the foam block compresses flat then rises, with no book or other visible cause in the frame. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the foam block compresses flat then rises, with no book visible. | book | the foam block compresses flat then rises
A realistic fixed-camera close-up video of the same scene before the event, with no hand, no visible cause, and no a deep pillow dent forms and remains briefly. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video showing a deep pillow dent forms and remains briefly, with no hand or other visible cause in the frame. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a deep pillow dent forms and remains briefly, with no hand visible. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of the same scene before the event, with no hand, no visible cause, and no a deep pillow dent forms and remains briefly. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video showing a deep pillow dent forms and remains briefly, with no hand or other visible cause in the frame. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a deep pillow dent forms and remains briefly, with no hand visible. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of the same scene before the event, with no hand, no visible cause, and no a deep pillow dent forms and remains briefly. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video showing a deep pillow dent forms and remains briefly, with no hand or other visible cause in the frame. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a deep pillow dent forms and remains briefly, with no hand visible. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of the same scene before the event, with no hand, no visible cause, and no a deep pillow dent forms and remains briefly. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video showing a deep pillow dent forms and remains briefly, with no hand or other visible cause in the frame. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a deep pillow dent forms and remains briefly, with no hand visible. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of the same scene before the event, with no hand, no visible cause, and no a deep pillow dent forms and remains briefly. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video showing a deep pillow dent forms and remains briefly, with no hand or other visible cause in the frame. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: a deep pillow dent forms and remains briefly, with no hand visible. | hand | a deep pillow dent forms and remains briefly
A realistic fixed-camera close-up video of the same scene before the event, with no ping pong ball, no visible cause, and no the curtain bows backward and ripples. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video showing the curtain bows backward and ripples, with no ping pong ball or other visible cause in the frame. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the curtain bows backward and ripples, with no ping pong ball visible. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no ping pong ball, no visible cause, and no the curtain bows backward and ripples. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video showing the curtain bows backward and ripples, with no ping pong ball or other visible cause in the frame. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the curtain bows backward and ripples, with no ping pong ball visible. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no ping pong ball, no visible cause, and no the curtain bows backward and ripples. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video showing the curtain bows backward and ripples, with no ping pong ball or other visible cause in the frame. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the curtain bows backward and ripples, with no ping pong ball visible. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no ping pong ball, no visible cause, and no the curtain bows backward and ripples. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video showing the curtain bows backward and ripples, with no ping pong ball or other visible cause in the frame. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the curtain bows backward and ripples, with no ping pong ball visible. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no ping pong ball, no visible cause, and no the curtain bows backward and ripples. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video showing the curtain bows backward and ripples, with no ping pong ball or other visible cause in the frame. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the curtain bows backward and ripples, with no ping pong ball visible. | ping pong ball | the curtain bows backward and ripples
A realistic fixed-camera close-up video of the same scene before the event, with no foot, no visible cause, and no the sponge compresses flat under the foot. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video showing the sponge compresses flat under the foot, with no foot or other visible cause in the frame. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the sponge compresses flat under the foot, with no foot visible. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of the same scene before the event, with no foot, no visible cause, and no the sponge compresses flat under the foot. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video showing the sponge compresses flat under the foot, with no foot or other visible cause in the frame. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the sponge compresses flat under the foot, with no foot visible. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of the same scene before the event, with no foot, no visible cause, and no the sponge compresses flat under the foot. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video showing the sponge compresses flat under the foot, with no foot or other visible cause in the frame. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the sponge compresses flat under the foot, with no foot visible. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of the same scene before the event, with no foot, no visible cause, and no the sponge compresses flat under the foot. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video showing the sponge compresses flat under the foot, with no foot or other visible cause in the frame. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the sponge compresses flat under the foot, with no foot visible. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of the same scene before the event, with no foot, no visible cause, and no the sponge compresses flat under the foot. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video showing the sponge compresses flat under the foot, with no foot or other visible cause in the frame. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the sponge compresses flat under the foot, with no foot visible. | foot | the sponge compresses flat under the foot
A realistic fixed-camera close-up video of the same scene before the event, with no wooden block, no visible cause, and no the membrane stretches downward into a bowl shape. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video showing the membrane stretches downward into a bowl shape, with no wooden block or other visible cause in the frame. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the membrane stretches downward into a bowl shape, with no wooden block visible. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of the same scene before the event, with no wooden block, no visible cause, and no the membrane stretches downward into a bowl shape. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video showing the membrane stretches downward into a bowl shape, with no wooden block or other visible cause in the frame. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the membrane stretches downward into a bowl shape, with no wooden block visible. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of the same scene before the event, with no wooden block, no visible cause, and no the membrane stretches downward into a bowl shape. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video showing the membrane stretches downward into a bowl shape, with no wooden block or other visible cause in the frame. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the membrane stretches downward into a bowl shape, with no wooden block visible. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of the same scene before the event, with no wooden block, no visible cause, and no the membrane stretches downward into a bowl shape. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video showing the membrane stretches downward into a bowl shape, with no wooden block or other visible cause in the frame. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the membrane stretches downward into a bowl shape, with no wooden block visible. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of the same scene before the event, with no wooden block, no visible cause, and no the membrane stretches downward into a bowl shape. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video showing the membrane stretches downward into a bowl shape, with no wooden block or other visible cause in the frame. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of a gloved hand producing a similar footprint: the membrane stretches downward into a bowl shape, with no wooden block visible. | wooden block | the membrane stretches downward into a bowl shape
A realistic fixed-camera close-up video of the same scene before the event, with no blue ink droplet, no visible cause, and no a blue plume blooms downward through the water. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video showing a blue plume blooms downward through the water, with no blue ink droplet or other visible cause in the frame. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a blue plume blooms downward through the water, with no blue ink droplet visible. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of the same scene before the event, with no blue ink droplet, no visible cause, and no a blue plume blooms downward through the water. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video showing a blue plume blooms downward through the water, with no blue ink droplet or other visible cause in the frame. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a blue plume blooms downward through the water, with no blue ink droplet visible. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of the same scene before the event, with no blue ink droplet, no visible cause, and no a blue plume blooms downward through the water. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video showing a blue plume blooms downward through the water, with no blue ink droplet or other visible cause in the frame. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a blue plume blooms downward through the water, with no blue ink droplet visible. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of the same scene before the event, with no blue ink droplet, no visible cause, and no a blue plume blooms downward through the water. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video showing a blue plume blooms downward through the water, with no blue ink droplet or other visible cause in the frame. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a blue plume blooms downward through the water, with no blue ink droplet visible. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of the same scene before the event, with no blue ink droplet, no visible cause, and no a blue plume blooms downward through the water. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video showing a blue plume blooms downward through the water, with no blue ink droplet or other visible cause in the frame. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a blue plume blooms downward through the water, with no blue ink droplet visible. | blue ink droplet | a blue plume blooms downward through the water
A realistic fixed-camera close-up video of the same scene before the event, with no red dye droplet, no visible cause, and no a red cloud blooms and spreads through the water. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video showing a red cloud blooms and spreads through the water, with no red dye droplet or other visible cause in the frame. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a red cloud blooms and spreads through the water, with no red dye droplet visible. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of the same scene before the event, with no red dye droplet, no visible cause, and no a red cloud blooms and spreads through the water. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video showing a red cloud blooms and spreads through the water, with no red dye droplet or other visible cause in the frame. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a red cloud blooms and spreads through the water, with no red dye droplet visible. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of the same scene before the event, with no red dye droplet, no visible cause, and no a red cloud blooms and spreads through the water. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video showing a red cloud blooms and spreads through the water, with no red dye droplet or other visible cause in the frame. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a red cloud blooms and spreads through the water, with no red dye droplet visible. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of the same scene before the event, with no red dye droplet, no visible cause, and no a red cloud blooms and spreads through the water. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video showing a red cloud blooms and spreads through the water, with no red dye droplet or other visible cause in the frame. | red dye droplet | a red cloud blooms and spreads through the water
A realistic fixed-camera close-up video of a small visible bead producing a similar footprint: a red cloud blooms and spreads through the water, with no red dye droplet visible. | red dye droplet | a red cloud blooms and spreads through the water
